image_path,item_id,split,caption,gt_x1,gt_y1,gt_x2,gt_y2
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001085_05_2_side.jpg,id_00001085,gallery,a red dress,95,40,145,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001085_05_3_back.jpg,id_00001085,gallery,a red dress,73,43,180,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Cardigans_id_00001087_02_3_back.jpg,id_00001087,gallery,a long cardigan sweater,86,22,170,245
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Sweaters_id_00001088_01_2_side.jpg,id_00001088,gallery,a blue shirt with black pants,89,40,149,233
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Sweaters_id_00001088_01_3_back.jpg,id_00001088,gallery,The shirt,56,21,202,237
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001090_01_1_front.jpg,id_00001090,gallery,a white lace top with ruffles,105,53,194,220
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001090_01_3_back.jpg,id_00001090,gallery,a white lace top with ruffles,58,55,201,215
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001091_01_1_front.jpg,id_00001091,gallery,a sleeveless blouse with an embroidered pattern,62,42,182,210
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001091_01_2_side.jpg,id_00001091,gallery,a white shirt with blue jeans,85,45,114,235
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Pants_id_00001092_02_1_front.jpg,id_00001092,gallery,a black sweatpants,80,1,176,225
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Pants_id_00001092_02_3_back.jpg,id_00001092,gallery,a black sweatpants,83,1,178,241
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Pants_id_00001092_03_3_back.jpg,id_00001092,gallery,a black shirt with white dots on it,45,8,183,240
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Pants_id_00001092_03_4_full.jpg,id_00001092,gallery,The pants,1,1,256,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001094_02_1_front.jpg,id_00001094,gallery,a printed crop top,71,54,178,185
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001094_02_2_side.jpg,id_00001094,gallery,a red top with blue jeans,87,58,137,229
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001095_03_1_front.jpg,id_00001095,gallery,a sleeveless top with pleated skirt,65,44,190,224
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001095_03_2_side.jpg,id_00001095,gallery,a white sleeveless top with pleated sleeves,82,44,166,224
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001095_03_3_back.jpg,id_00001095,gallery,a sleeveless silk top with pleated sleeves,64,47,220,252
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001095_04_2_side.jpg,id_00001095,gallery,a black tank top with ruffles,98,51,156,248
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001095_04_7_additional.jpg,id_00001095,gallery,a black sleeveless top with an open back,64,39,218,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweatshirts_Hoodies_id_00001096_01_1_front.jpg,id_00001096,gallery,a cropped denim shirt,44,55,189,184
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweatshirts_Hoodies_id_00001096_01_3_back.jpg,id_00001096,gallery,a denim shirt with an open front,30,58,204,215
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Suiting_id_00001097_01_1_front.jpg,id_00001097,gallery,a suit jacket,43,15,223,214
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Suiting_id_00001097_01_4_full.jpg,id_00001097,gallery,a suit,74,3,194,130
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Denim_id_00001099_03_1_front.jpg,id_00001099,gallery,a white lace top with distressed jeans,97,81,147,216
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Denim_id_00001099_03_2_side.jpg,id_00001099,gallery,a pair of jeans,106,1,140,223
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Denim_id_00001099_03_7_additional.jpg,id_00001099,gallery,a pair of distressed jeans,87,1,176,213
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Denim_id_00001099_05_3_back.jpg,id_00001099,gallery,a red shirt,84,1,185,237
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001100_02_2_side.jpg,id_00001100,gallery,a black dress with lace,103,20,141,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Skirts_id_00001112_01_1_front.jpg,id_00001112,gallery,a black leather jacket with lace trim,67,108,168,242
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Skirts_id_00001112_01_4_full.jpg,id_00001112,gallery,a black leather jacket with lace trim,98,73,162,159
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001113_03_1_front.jpg,id_00001113,gallery,a black bikini top,96,63,124,237
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001113_03_3_back.jpg,id_00001113,gallery,a black cropped top with white jeans,67,56,201,201
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001113_03_7_additional.jpg,id_00001113,gallery,a black cropped top with white shorts,98,57,199,170
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001113_04_2_side.jpg,id_00001113,gallery,a white dress with black lace,103,64,139,198
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001115_01_2_side.jpg,id_00001115,gallery,a white shirt with black stripes,107,39,129,223
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001115_01_3_back.jpg,id_00001115,gallery,a white lace top with an open back,52,38,213,231
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00001117_02_1_front.jpg,id_00001117,gallery,a red jumpsuit,78,22,173,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00001121_04_2_side.jpg,id_00001121,gallery,a black dress with white trim,114,28,128,194
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00001121_05_2_side.jpg,id_00001121,gallery,a blue dress with white trim,128,43,140,228
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00001121_05_3_back.jpg,id_00001121,gallery,a tank top,66,43,197,232
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00001121_05_4_full.jpg,id_00001121,gallery,a tank top,95,38,162,140
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00001121_06_1_front.jpg,id_00001121,gallery,a tank top,92,33,165,140
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00001121_06_2_side.jpg,id_00001121,gallery,a red dress,128,44,141,224
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Tees_Tanks_id_00001121_06_3_back.jpg,id_00001121,gallery,a red tank top,60,42,190,239
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00001123_01_6_flat.jpg,id_00001123,gallery,a black sweater,39,20,221,240
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00001123_02_1_front.jpg,id_00001123,gallery,a white sweater with black jeans,67,49,173,174
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00001123_02_3_back.jpg,id_00001123,gallery,a white sweater with black shorts,62,42,206,228
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00001123_02_4_full.jpg,id_00001123,gallery,a white sweater with black shorts,123,21,182,126
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00001123_02_6_flat.jpg,id_00001123,gallery,a white sweater,32,22,225,241
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001124_03_1_front.jpg,id_00001124,gallery,a blue dress,68,41,207,243
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001124_03_2_side.jpg,id_00001124,gallery,a blue dress,95,35,166,254
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001124_04_2_side.jpg,id_00001124,gallery,a dress,92,40,148,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001124_04_3_back.jpg,id_00001124,gallery,a short sleeve dress,65,42,197,251
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00001126_05_3_back.jpg,id_00001126,gallery,a black jumpsuit,92,20,151,248
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00001126_05_7_additional.jpg,id_00001126,gallery,a black jumpsuit,116,25,162,246
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00001126_06_3_back.jpg,id_00001126,gallery,a jumpsuit,91,24,153,254
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Rompers_Jumpsuits_id_00001126_07_1_front.jpg,id_00001126,gallery,a jumpsuit,120,29,179,248
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00001127_01_1_front.jpg,id_00001127,gallery,a long sleeve top with an ombre effect,79,50,218,233
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Sweaters_id_00001127_01_2_side.jpg,id_00001127,gallery,a long sleeve top with an ombre effect,120,46,172,236
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001129_01_1_front.jpg,id_00001129,gallery,a cropped button down shirt with plaid pattern,66,39,203,241
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001129_01_2_side.jpg,id_00001129,gallery,a black plaid shirt,94,6,180,244
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00001132_01_2_side.jpg,id_00001132,gallery,a black top with an open back,77,50,121,186
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00001132_01_3_back.jpg,id_00001132,gallery,a black t shirt,22,64,216,224
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001134_02_1_front.jpg,id_00001134,gallery,a black leather skirt with zippers on the side,81,43,202,217
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001134_02_3_back.jpg,id_00001134,gallery,a black leather mini skirt,75,53,219,243
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001134_03_1_front.jpg,id_00001134,gallery,a white ribbed turtleneck top,125,44,197,153
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001134_03_2_side.jpg,id_00001134,gallery,a white ribbed long sleeve top,106,45,179,206
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001135_03_2_side.jpg,id_00001135,gallery,a white off the shoulder crop top,97,89,140,166
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001135_03_7_additional.jpg,id_00001135,gallery,a white off the shoulder crop top,54,86,205,171
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001135_04_1_front.jpg,id_00001135,gallery,a lace off the shoulder top,75,103,236,208
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001135_04_4_full.jpg,id_00001135,gallery,a coral off the shoulder top,72,55,160,100
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00001136_02_1_front.jpg,id_00001136,gallery,a black vest,64,40,218,237
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00001136_02_3_back.jpg,id_00001136,gallery,a black sleeveless top with an open back,60,30,196,253
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Shirts_Polos_id_00001138_01_1_front.jpg,id_00001138,gallery,The shirt,29,44,226,245
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Shirts_Polos_id_00001138_01_2_side.jpg,id_00001138,gallery,a black dress with red stripes,158,39,166,235
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00001146_02_1_front.jpg,id_00001146,gallery,a cropped top with black pants,94,79,154,224
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Pants_id_00001146_02_2_side.jpg,id_00001146,gallery,a black dress,120,1,150,221
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001149_01_3_back.jpg,id_00001149,gallery,a purple shirt with an animal print,99,34,163,170
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Cardigans_id_00001150_01_1_front.jpg,id_00001150,gallery,a fringed vest,88,38,165,211
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Cardigans_id_00001150_02_1_front.jpg,id_00001150,gallery,a blue crochet fringe skirt,115,30,179,239
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Cardigans_id_00001150_02_3_back.jpg,id_00001150,gallery,a blue dress,112,24,135,241
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001151_03_1_front.jpg,id_00001151,gallery,a sleeveless top with studs,88,56,215,221
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001151_03_2_side.jpg,id_00001151,gallery,a white tank top with black trim,133,1,200,213
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Shorts_id_00001158_02_1_front.jpg,id_00001158,gallery,a striped top,68,147,188,223
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Shorts_id_00001158_02_4_full.jpg,id_00001158,gallery,a striped shirt with an embroidered pattern,101,98,149,146
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Skirts_id_00001161_01_2_side.jpg,id_00001161,gallery,a black floral skirt,37,24,218,196
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Skirts_id_00001161_01_3_back.jpg,id_00001161,gallery,a floral print skirt,15,23,247,198
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001162_02_1_front.jpg,id_00001162,gallery,a strapless dress,54,72,168,241
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001162_02_2_side.jpg,id_00001162,gallery,a black & white striped off the shoulder swimsuit,92,71,148,245
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001164_03_1_front.jpg,id_00001164,gallery,a black overall dress,98,34,177,169
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001164_03_7_additional.jpg,id_00001164,gallery,a black pinafore dress,99,31,195,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001164_04_1_front.jpg,id_00001164,gallery,a denim overall dress,84,40,205,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001164_04_4_full.jpg,id_00001164,gallery,a denim overall dress,110,35,180,166
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001177_02_1_front.jpg,id_00001177,gallery,a black cropped crop top with cut out detailing,77,58,172,152
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00001179_01_1_front.jpg,id_00001179,gallery,a cropped top with no filter,53,56,196,156
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00001179_01_3_back.jpg,id_00001179,gallery,a black midi skirt,49,47,201,170
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00001181_01_3_back.jpg,id_00001181,gallery,a white tank top,78,45,200,229
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Graphic_Tees_id_00001181_01_4_full.jpg,id_00001181,gallery,a t - shirt,94,38,154,128
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Shorts_id_00001183_01_3_back.jpg,id_00001183,gallery,a black leather shorts,79,10,204,131
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Shorts_id_00001183_01_6_flat.jpg,id_00001183,gallery,a black leather shorts,42,53,222,185
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Skirts_id_00001187_02_1_front.jpg,id_00001187,gallery,a black pencil skirt with white stripes,100,89,158,177
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Skirts_id_00001187_02_2_side.jpg,id_00001187,gallery,a black dress with white stripes,142,1,170,134
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001188_04_1_front.jpg,id_00001188,gallery,a striped pepa top,73,62,219,191
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001188_04_3_back.jpg,id_00001188,gallery,a black dress with white stripes,24,58,182,204
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001192_07_2_side.jpg,id_00001192,gallery,The dress,110,37,145,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001192_07_4_full.jpg,id_00001192,gallery,a gray dress,83,33,169,165
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001192_07_6_flat.jpg,id_00001192,gallery,a dress,35,1,223,252
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Dresses_id_00001192_10_2_side.jpg,id_00001192,gallery,a black dress with white trim,122,36,142,221
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Tees_Tanks_id_00001193_02_2_side.jpg,id_00001193,gallery,a white dress with black shoes,121,29,140,228
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00001195_02_3_back.jpg,id_00001195,gallery,a black coat with gold trim,65,36,215,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Jackets_Coats_id_00001195_02_4_full.jpg,id_00001195,gallery,The coat,77,18,179,180
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001196_03_1_front.jpg,id_00001196,gallery,a black tank top with white trim,106,54,191,220
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_WOMEN_Blouses_Shirts_id_00001196_03_4_full.jpg,id_00001196,gallery,a black tank top with white trim,109,49,162,130
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_01_1_front.jpg,id_00001198,gallery,a white shirt,70,1,186,232
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_02_1_front.jpg,id_00001198,gallery,a white shirt with an open collar,68,1,195,236
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_02_2_side.jpg,id_00001198,gallery,The white shirt,106,1,150,245
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_02_3_back.jpg,id_00001198,gallery,a white cotton shirt with an open collar,62,1,189,243
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_02_7_additional.jpg,id_00001198,gallery,a white shirt,107,101,177,242
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_03_1_front.jpg,id_00001198,gallery,a white shirt with an open collar,68,5,178,227
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_03_2_side.jpg,id_00001198,gallery,a white shirt with grey pants,113,8,165,237
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_03_6_flat.jpg,id_00001198,gallery,a dark grey denim pant,57,1,200,256
/home/dhruv/.cache/kagglehub/datasets/ankithkini/preprocessed-deepfashion-input/versions/2/split_images/gallery/img_MEN_Denim_id_00001198_04_3_back.jpg,id_00001198,gallery,a white long sleeve shirt with maroon pants,69,1,194,236
